review,sentiment
"I've been waiting almost 25 years to see this hard to find horror thriller and I finally did since it's proper rebirth on DVD. Of course it didn't have the same impact on me as it would have if I had seen in it the 80s, but director Lieberman (his film ""Squirm"" is excellent) makes good use of the lovely Oregon location and takes the time to develop the characters, not just to have them dispatched in creative ways. A high note, Brad Fiedel's whistling music is really creepy and adds to the desolate proceedings making this great fun for genre fans. A must see if you like underrated horror films. To describe it would be an intelligent ""Friday The 13th"" sprinkled with some tasty bits of ""Deliverance."" With that aside, there are some really cool & original moments like my favorite when a couple are swimming in a lake and the guy disappears underwater to play a trick on his gal - just when you think it's the usual scare, she suddenly looks to shore and...I honestly can't spoil it -you just have to watch it for yourself. Also, the ending is just one of those that you just have to see to believe  it came out of nowhere and it's weird & wild! The DVD includes commentary by Lieberman.",positive
"till HBO began rerunning it this month. I remember laughing out loud in the theater back in 1991, and now again in my living room. If I see that it's on, I have to watch it. There's just no question. This is so much more entertaining to me than other, more popular spoofs like Airplane! (which I really like, BTW). Cathy Moriarty steals the show in my opinion. Quotes like ""Sudden speech! The last symptoms of brain fever! She could blow at any moment!"" put me over the edge. And Whoopie Goldberg hasn't been this funny since 'Jumpin' Jack Flash'. Kevin Klein, Sally Field, Robert Downey Jr. all turn in superb performances as expected. I started out giving this 9 out of 10 stars, but then I realized that for the type of film it's supposed to be, there isn't one thing I'd change or improve upon. So 10 it is. I have to get this on DVD, that's just all there is to it.",positive
"ANY GUN CAN PLAY (2 outta 5 stars) Totally routine ""spaghetti western"" starring that guy who used to play ""Kookie"" on ""77 Sunset Strip"". The plot is some convoluted nonsense about some stolen gold coins and various gunmen of dubious motivation trying to track it down. This is one of those ""lighthearted"" westerns... which means lots of labored attempts at ""comedy""... and some really atrocious music during most of the action sequences (you can tell this isn't Ennio Morricone's work). George Hilton plays a bounty hunter called ""Stranger""... but he doesn't leave much of an impression... he just doesn't have the style of Clint Eastwood or Franco Nero, who are able to do a lot with a sparsely-written character. The ending is a complete homage/parody of the ending of ""The Good, The Bad and the Ugly""... though it's barely amusing enough to be considered a ""parody"". The highlight of the movie is the first 5 minutes... which features actors patterned after Clint Eastwood, Lee Van Cleef and someone else (Is he supposed to be Eli Wallach? Franco Nero? It's not very clear...) who are confronted by Stranger. It's an amusing in-joke for fans of Sergio Leone fans and spaghetti western aficionados... but I imagine no one else would see the point.",negative
"I had to give this film a 10 simply because it did what so many films thrown at black audiences have FAILED MISERABLY to do. This film was void of all the video whore clichés, and it also skipped the gangsters, rappers, and foul language. It examined several relationships among physicians, African Americans, and African American male/female romantic relationships on a completely new and refreshing level. I was highly impressed with the films careful mix of light headed humor with some pretty tough and heavy issues. The film will leave you feeling happy and sad all at the same time. I saw it at the Boston Film Festival as well. It premiered at AMC Loews Boston and I truly hope this film makes it to much larger audiences. Black People (and EVERYONE else) would LOVE a movie like this- if only the industry was SMART enough to put them out there!<br /><br />As an extra- if your a doctor, a resident, a medical student, a premedical student, married to a doctor, have a doctor sibling, have a doctor in the family, or know a great doctor period- they would love this film as well. It portrayed residency and the practice in a true-to-life way that was greatly appreciated by the doctors, residents, and medical students who viewed the film. Dennis Cooper completely his residency in internal medicine- so he definitely applied his knowledge/experience to the film and that is greatly apparent.",positive
"This movie is written by Charlie Higson, who has before this done the ""legendary"" Fast Show and his own show based on one of Fast Show's characters (Tony the car sales man). He's also written James Bond books for kids.<br /><br />Actually I've seen before this only Gordon's movies that are based on Lovecraft's stories, and every one of those is marvelous. Here Gordon tries to do something different. The style is totally ""contemporary"", which means shaky camera, fast and strange cutting, cool chillout music in the background. It works quite well here, I guess, but it's still pointless and cheap. It makes me often think of the cameraman who's shaking his dv-camera in front of the actors/actresses and try to make stylish moves in the pictures (hoping that something tolerable would come out of it). The casting is good, and there is a whole atmosphere, which is the result of good directing. I think the main character, the ""zero"" young guy, is quite interesting in his ""zeroness"". The fat guy is also good. And the guy who looks like Alec Baldwin, but is not him. But pretty soon after the beginning the movie turns out to be something not-so-interesting: In this case I mean an endless line of scenes of sadism and sickness. There is not much humanity in this film/story: It's totally pessimistic, and every person in this movie is disgusting and hopeless, or soon dead. Needless to say that there is no humor either. It's a 1'40 long vomit without no relief in any moment. Anyway, Gordon remains to me one of the most interesting movie makers that are active today, and I think of this movie as an experiment, and as a failure in that. Everyone has to experience getting lost sometimes, just to learn and to find their way again. This might be Gordon's most uninteresting and empty work.",negative
"Aah yes the workout show was a great. Not only did many women get in shape, but many teenage boys got a great workout as well. I am not saying that the show was in any way not appropriate for family viewing, but if you check the other works from the shows producer, you will find more adult themes in his works, which are also excellent. Many of the viewers looked forward to the show, men and women alike all gained good information and a wonderful release,from the workouts. The girls were perfect, and Beautiful, the show is a classic and should do well in syndication. The show should still be on, as there are never enough choices to view when it comes to health and beauty.",positive
"This film concerns the story of Eddy as mentioned in the title and his homecoming to old friends in a seaside community. The plot involves the group of friends as it comes to light that Eddy left as a means to deal with death of a friend in which he feels in some way responsible. But this is inconsequential, as the choices made in the production are extremely poor and not fully realized. Screenplays not always need be 'chatty', but they should at least assist the development of the story. Here one line attempts such as ""he just took off"" or ""I know you don't have love in heart"" just do fully evoke something worth the audience's time. Also whenever the writer feels at a loss to where to go to next he cuts to a music montage of the protagonist walking through fields to some indie mood music. Talk about trying to hard. If you are interested in a good film, the type that gives quality and substance over just style then this is not the film for you.",negative
"I unwittingly walked into this ""trap"" of a movie.<br /><br />If I could turn back time or simply get a refund I would be happy.<br /><br />It was 7:30pm and Cinderella Man didn't start until 10pm so I rushed into the theater to catch the movie that started at 7:20pm...and I dare say God reached out his hand (or retracted it) and allowed me to punish myself for my film gluttony by sitting in for this film.<br /><br />It may be unfair to criticize a movie that was not targeted at my heterosexual male cohort, however, there is no excuse for lousy sound and video editing. This movie was at most worthy of a highschool project budget...and I think I've seen better in those play acting French shorts that we used to do about Louis Laloupe.<br /><br />Maybe it's because I'm Canadian and this film was for the LA fudge-packing crew and their sympathizing dames. Woe was me when I realized that then entire audience save me cracked up at all the jokes and entendres...I fully understood the hinted humor...but I just could not relate.<br /><br />This show did show me, supposedly, how Gay men date and build relationships. However, even if it was their purpose of the movie, I feel that the ""Gayness"" was focused on too heavily....the humanity seemed lacking....but again, maybe that was the point...simply to be avant-gard...and to make a splash.<br /><br />I guess with a low budget and poor equipment, you have to make your movie as ""loud"" as possible in order to get crowds and cash return. I really wish I had simply read my Sheldon Van Auken instead. Hehe...I was totally the wrong audience.",negative
"This movie is basically about some girls in a Catholic school that end up getting into trouble because of putting red dye in one in one of their school mates shampoo and after being reprimanded for this act they decide to take off to Florida for a vacation. On their way there they meet up with some guys in a local diner and decide that they would both meet up with each other in another location later on. The girls end up on a road side near the woods and stop for awhile and while one of the girls decides to walk around a bit she sees a murder happen in which the local sheriff himself is involved. She becomes scared and runs to tell the others what happened. The other girls decide to go take a look with her and two of them get killed by the killer. Then the two remaining girls are caught by the killer and are placed in local jail cell. The deputy sheriff meanwhile is keeping watch over the girls and despite their insistence that the sheriff is the killer he ignores them both and acts as ignorant and everybody else in this movie who just can't put two and two together much less some lousy detective work at that. The best part was the rape scene between the killer and one of the girls where he decides to rape her in her jail cell and it seems that the girl actually WANTS to be raped by this man and the bare chest scene I admit was good but before their lips meet he has other things in mind. This movie reminds me of the low-budget thriller ""Blood Song"" with Frankie Avalon staring in it, the same motive just a different character part. It's not a movie worth renting not even for an 80's low-budget movie and the ending was the worst ending I have ever seen in a movie and it left me wanting my money back!",negative
"The fourth in the ""Dirty Harry"" series, this film features one of the most despicable, ugliest, unlikable, profane, disgusting females I have ever seen on film: ""Ray Perkins,"" played by Audrie Neenan. She is the modern nasty low-life version of the 1945 ""Detour"" character, ""Ann Savage.""<br /><br />Her foul mouth and gutter attitude turned me off so much I never watched this film again until I acquired a profanity filter which shut her up....and least some of her! Then I could enjoy the rest of the movie.<br /><br />Everywhere ""Harry Callahan"" (Clint Eastwood) goes, violence immediately follows.....within minutes! It happens so often it's almost laughable but it makes for a fast-moving, entertaining film with a satisfying ending as all the scumbag villains are eliminated one-by-one.<br /><br />This is a very sophomoric film that appeals to our base instincts.....and connects, sad to say. Most of us like to see these dirtballs get it in the end, and who does it better than Dirty Harry?",positive
"I got all excited when I saw the ads for this movie because I recently read the book and really enjoyed it. The movie, however, did not meet my expectations. Having read the book recently prepared me for big let down as often happens when stories are translated into movies. The characters didn't seem to fit very well with the book. The direction was weak. I had a hard time getting into the characters. There wasn't a real connection with the viewer about what was going on. The dialog didn't explain adequately what was happening. It just seemed slapped together and rushed through. All in all I was very disappointed with the movie. I suppose if you haven't read the book, it might be ok by itself. At the very least, it might entice you to read the book, which you'll probably enjoy more.<br /><br />",negative
"This had a great cast with big-name stars like Tyrone Power, Henry Fonda, Randolph Scott, Nancy Kelly, Henry Hull and Brian Donlevey and a bunch more lesser-but-known names with shorter roles. It also had Technicolor, one of the few movies made with it in 1939.<br /><br />Now the bad news.......regrettably, I can't say much positive for the story. It portrayed the James boys in a totally positive light....and Hollywood has done that ever since. Why these criminals are always shown to be the ""good guys"" is beyond me. This film glamorizes them and made their enemies - the railroad people - into vicious human beings. The latter was exaggerated so much it was preposterous. Well, that's the film world for you: evil is good; good is bad.<br /><br />Hey Hollywood: here's a news flash - The James boys were criminals! Really - look it up!",negative
"Apart from being a clever and well-marketed variation on the nowadays hugely popular horror genre and a splendid formula to attract potential new fans in general, I always somewhat considered ""Supernatural"" as a massively giant homage towards the genre through the decades. Although not always noticeable to younger viewers and/or people who only have an interest in more recent horror films, each and every single episode contains a few obvious and subtler references towards classic and influential titles. From that point of view, it was only a matter of time before the writers would pay tribute to the 'creepy vehicle without a driver' type of films, and even more specifically the 70's milestones ""Duel"" (Steven Spielberg's acclaimed debut) and ""The Car"". Being an avid fan of these two films, I enjoyed ""Route 666"" a lot even in spite of its flaws and shortcomings. The episode opens tense and atmospherically on a remote Missourian road, where a black man is hunted down and eventually killed by a menacing monster truck with seemingly no driver behind the wheel. The victim's daughter, Cassie, happens to be Dean's ex-girlfriend and she calls the Winchester Brothers in for help. The brothers can't prevent two more similar ""accidents"" before discovering the ghost-truck sudden presence relates all the way back to a racial dispute of the 60's, involving both of Cassie's parents as well as several more prominent inhabitants of the little town. Some of my fellow reviewers around here tend to label ""Route 666"" as one of the weaker entries in season one, mainly because the script is too preachy regarding racial issues and shows a different and more emotional side of Dean's character. He's usually the strong silent type, whereas here he's confronted with unfinished romantic affairs from the past here. To a certain level I agree with the racism debate, but it didn't bother me that much, really. The writers eventually had to give an explanation to the presence of the ghost truck, and racial conflict is an acceptable one as far as I'm concerned. Concerning Dean's emotional vulnerability, I can only state it's admirable to see how the writers continuously attempt to provide depth and detail to the main characters. Dean's behavior towards Cassie sheds a whole new light on him, in fact. Besides, what really counts in this episode is the wondrously sinister truck and its virulent attacks. It's an impressive and overpowering vehicle, producing blinding lights and grisly engine noises. In case you worshiped the brilliant aforementioned ""Duel"", you will definitely find some amusement in the compelling chase sequences depicted in ""Route 666"".",positive
"Hanna-Barbera sucks the life out of another famous property. The violence is watered down, the stories are formulaic, the animation is bad, the music is obnoxious and repetitive, and frankly, the show just isn't funny.<br /><br />At the time, H-B put every one of its series through the same clichéd situations, regardless if it fit the world of the cartoon or not. Thus, Popeye and Bluto appear in a recurring segment as cavemen (""Hey! Popeye is popular, and the Flinstones are popular. Put 'em together, and you can't miss!""). Also, in an apparent ripoff of ""Private Benjamin,"" Olive Oyl and the Goon have a regular segment that features them as new army recruits. Seriously! Why? <br /><br />Adding to the annoyance factor are the public service announcements in every episode (standard practice at the time for cartoons, but still annoying). Popeye lectures his nephews on crossing the street safely, recycling, and - are you ready for this? - the dangers of smoking! (I swear I'm not making that up.)<br /><br />The only charm remaining from the original cartoons is that Jack Mercer, the voice of Popeye from the early days, continues the role here.<br /><br />Worth checking out once just to get a new appreciation for the old Fleischer shorts. Otherwise, avoid at all costs.",negative
"I was lucky enough to have seen this film at it's Seattle Film Fest screening, and was blown away by how great it was. This is without a doubt one of the best music documentaries I've ever seen, (and I've seen a lot!) This is a loving look back at the life and times, music and relationships of one of music's true legends. Harry Nilsson deserves to be up there with the likes of Gershwin, Cole Porter, and all the other great song writers of 20th century standards. He was considered a peer by all four members of the Beatles, who all called him a 5th Beatle, and one the same wavelength as themselves.<br /><br />Harry refused to tour, so many today don't remember him, and those born after his heyday, are unaware of who he was. This is tragic. Everyone should have the opportunity to be exposed to this wonderful talent. This film is a step in the right direction, to finally give the man his due. Unfortunately, the film has yet to have wide distribution, or even a DVD so for the time being, good luck in getting to see it.<br /><br />If you are someone with the power to put together a DVD distribution deal, PLEASE contact the film makers. This film needs to be available. Hey VH-1, how about screening it on air, then maybe putting it out on DVD? Harry Nilsson deserves nothing less.",positive
"It was everything this isn't: it had pace, pop, and actors who weren't afraid to chew the scenery. It also had a decent script. This one had me scratching my head. If Farrah isn't really ""serious"" about a career, why does she have a manager (and why is he wasting his time)? If Kate and Barney are ""artists,"" why do they sign up for The Mother of All Jiggle Shows (like the ""Brady Bunch"" movie where Robert Reed wants to do Shakespeare, only to find himself on BB)? They weren't industry names, but they weren't exactly starving, either. And while they got the history right (the poster was released before Farrah got the show), Silverman rejecting pitches for ""Funniest Home Videos"" and ""American Idol"" and Spelling promising his baby girl Tori someday he'll create a show for her obviously did not happen.<br /><br />What bothered me was how Spelling's role is distorted. He's shown as the show-runner and creator when he was neither. And how he ""comes up"" with the ""idea"" for CA was is laughable!<br /><br />How were Spelling and Goldberg allowed to enforce Farrah's oral contract when the others were signed? And why didn't Farrah or Bernstein tell them she was leaving not because she discovered her Inner Diva, but because Majors wanted her to? This is why, when it tries tries to created conflict and tension by setting Farrah up as the ""bad girl"" (like Suzanne Somers), it fails because the groundwork was never laid -- that was where the ""Three's Company"" pic delivered.",negative
"""Revenge of the Zombies"" is a pretty weak and barely passable zombie effort.<br /><br />**SPOILERS**<br /><br />Traveling in the Bayou, Larry Adams, (Robert Lowery) and Scott Warrington, (Mauritz Hugo) are informed that a friend has deceased. Meeting with local Dr. Von Altermann, (John Carradine) he repeats the notion that they mysteriously died. While they are staying there, they realize that the help consists of zombies, reanimated dead people who are doing the bidding of their master. As the bodies pile up, he reveals that he has been making the creatures for use in various experiments and all try to stop him before it's too late.<br /><br />The Good News: This here gets very little right. The opening is easily it's best, as it's got several great marks for it. From where it starts, with the creepy silhouettes walking in the dark all the way through to the revelations, this one works wonders for both it's mystery and great imagery. The big one is a really scene where the creature emerges from a coffin in a long, slow and creepy shot. These here are all done before the opening credits and is a fun sight. The scenes in the middle where the creature reawakens inside the coffin is pretty chilling and looks really great. The last big positive is the really fun ending. With the sort of ending that feels reminiscent of so many Universal attempts, this one fits in with that style. From the creepy reanimation to the real action involved near the swamp, this one is fun and really works with the others to give it's only real positives.<br /><br />The Bad News: This one here only has a couple flaws, but they are major ones. The first one is the film's major boredom from inactivity. Almost nothing happens in here, mainly due to the tendency to do everything with talking rather than anything else. There's only intermittent scenes relegated to the zombies, yet there's nothing here that devotes any action to the film. This one simply doesn't have any action, and that's what hurts the film. It rarely generates a scenes that keeps the interest going, and at times this makes it feel a lot longer than it really is. The last flaw in the film are it's pathetic excuses for zombies. Those used to more modern fare will have a hard time getting any fear out of these creatures, and they really only serve several scenes. This here doesn't treat the zombies as threats, making them even less frightening. Little screen-time, nonthreatening nature and un-modern behavior from these zombies really destroys this one. These here are what really hurt the film.<br /><br />The Final Verdict: With bad zombies and hardly anything worth watching, this one here is a curious effort. Those used to modern zombies will find little of interest in this one and come out the same as this one is, while only classic horror fans are advised to give it a shot.<br /><br />Today's Rating-PG: Mild Violence",negative
"Hidden Frontier is a fan made show, in the world of Star Trek. The story takes place after Voyager has returned from the Delta-quadrant . It has some characters from the official Star Trek shows, but most of them are original to the show. The show takes place on the star base Deep Space 12 and on several space ships, which gives it opportunities the official shows don't have. The characters have the opportunity of a rising in the hierarchy, which characters in shows with only one ship doesn't have. The show has good computer animation of spaceships, but the acting takes place in front of at green-screen and it gives a green glow around the actors. Not all the actors are equally good, but most do fine. The episodes are character driven and the characters develop over many episodes. That is a bit more like in Babylon 5, than in most official Star Trek shows. Hidden Frontier takes taboos that even the official series has shrunk from using. All in all I enjoyed watching it.",positive
"I claim no matter how hard I seek I'll never find a better movie version of ""Othello"". If you love Kenneth Branagh's magnificent masterpieces ""Much ado about nothing"" (1993) and ""Hamlet"" (1996) as much as I do I'm dead certain you'll also find Oliver Parker's ""Othello"" irresistible. Laurence Fishburne has been in a various splendid roles during his career. He was quite terrific in ""Boys n the hood"" (1991) - I've always considered his amusing role of Furious Styles as his very greatest achievement. That was, of course, way before I saw this.<br /><br />He plays the part of Othello and he is probably in the most challenging role of his whole career but he does a brilliant, fantastic job. Irène Jacob is absolutely charming Desdemona and Kenneth Branagh is just simply phenomenal in a most fascinating role of the story's crooked, manipulate villain Iago. Marvelous ""Othello"" is part of the absolute elite among Shakespeare's ingenious works. It deals with his favorite topics: crookedness, envy, deceitfulness and jealousy. This movie adaptation is certainly one of the finest films I've seen that's based on William Shakespeare's plays.",positive
"OMG this was the most painful experience of my life watching this. I could even finish it what is happening to Nick. Their best thing on teen Nick is Drake and Josh and thats about to go off air. The kids songs are kinda of annoying and the so are the kids. My little sister wanted to watch the show because she likes anything that comes on Disney or nick usually but after finish watching this show she said "" one of the worst shows that I have ever saw so boring."" My little brother actually fell asleep I envy him. In short if your 3yrs old with no brain activity you'll enjoy this show otherwise change the channel now.",negative
"Wow. Watching this film today, you can't help but be appalled by the writing of this film. Spencer Tracy and Loretta Young play a couple who, in modern times, might be featured on ""The Jerry Springer Show""--as they have a sick and abusive relationship...and inexplicably, the writers appear to be endorsing it! <br /><br />The film begins with a hungry and homeless Loretta being shown the ropes by the poor but very resourceful Spencer Tracy. He shows her how by conniving you can do very well with little money and takes her home to his shack to stay. It's never clear whether or not they marry--and considering it's a Pre-Code film, you can assume they aren't even though they are cohabiting. Their relationship is very strange...and rather sick. While you can see that Tracy cares about her by his actions, he is verbally abusive and a total jerk---and Young comes running back for more like some sort of dog. He calls her ""skinny"" or ""ugly"" and these are, in a sick way, his way of using endearments! Later, when he starts fooling around with another woman (Glenda Farrell), she tells her friend that if that's what he wants, it's okay with her!!! It sure smacks of a sado-masochistic relationship and you can't help but feel a bit horrified. Sure, he doesn't hit her but the relationship is very abusive. To show how sick it is, when Young gets pregnant, she tells him ""...it's your baby and it's mine, but you don't need to worry, I'll take all the blame for it""!! Yikes! Doesn't this all seem a bit like looking through a peephole into a sick and dysfunctional home?! Later, in a case of art imitating life, Tracy proves what sort of man he is and disappears. After all, he can't be burdened with a baby--even if it's his. But, he changes his mind and decides to return home. Wow...that's bit of him! And, when he returns, he's nasty and acts like IF he stays, he isn't obligated to care for the kid!! And, she tells him he's ""a free man...free as a bird""! Wow, I was almost in tears at this tender moment...NOT! Soon, this crazy pair are married...and, naturally, Young is depressed because he seems to be staying as long as it suits him--not because of any love or sense of responsibility. So how can you salvage anything with this sort of sick characters? What would you do? Well, as for the writers, they have Tracy soon commit a robbery to help pay for the brat! The romantic aspects of the film are underwhelming to say the least! During the robbery, Tracy behaves like a chump--doing almost nothing to take precautions not to get caught--like he was secretly hoping to get sent to prison. And, to show what sort of nice guy he is, the guy he tries to rob is one of his best friends.<br /><br />While there's more to the film, the bottom line is that Tracy is a jerk and Young is an idiot in the film. Despite both being very good actors, there's absolutely no way they could make anything of this crap the writers produced. Nice music, nice sets, good acting...and a script that is 100% poo. How the film is currently rated 7.4 is beyond me and I wonder how anyone can ignore the pure awfulness of the characters. A horrible misfire that somehow didn't destroy the careers of those involved.<br /><br />Oh, and if you wonder if Loretta EVER gets a backbone in this film or plays a person who is the least bit strong, the answer is NO! By the end, she's learned nothing and hasn't changed one whit for the better.<br /><br />They sure don't make films like they used to...and in this case...thank God!",negative
"I had to write a review for this movie based on the ones that are saying gory, non stop action, great movie..<br /><br />These people were obviously watching a different movie. Killpoint honestly sucked from the word go!! I kept waiting and waiting for this film to get better and it was to no avail. Some said this movie was brutal and others said gory but I can't find either of those adjectives actually showing up in this, I mean hell there are so many scenes with people getting shot and there being no blood at all it's not even funny!! I guess the best way to sum this up is it probably should've been rated PG by 1984 standards and now in the year 2010 there is no doubt this would be PG!! Bad, BAD not in the fun cheesy ""B"" variety movie!!",negative
"Badly made. Dreadful acting and an ending that the Director appeared to contrive out of nowhere as the film had frankly been nothing short of dull. Shocking that this film is considered for an award at the Gijón Film Festival.<br /><br />Everyone that came out of the theatre was of the same opinion as I - what was the point of even making the film? The references to Iraq were either bizarre or just not thought through properly. I am astonished that this film has been given a release - very, very disappointing and a waste of my time. Sorry, terribly negative review but hopefully will deter some people from making the same mistake. What a pity we did not have a Q and A at the end of the film - now that could have been interesting.",negative
"Some may think Imaginary Heroes is a movie exactly like ""Igby Goes Down"" but it isn't. In Imaginary Heroes, the director lets us feel for the Travis family and the people around them.<br /><br />The movie itself is great, and the acting is extremely well done. Weaver's and Hirsch's acting is believable and helps make the movie what it is. The actors, director/writer, Dan Harris, has made a movie that many people should see. Don't think this is just another teen movie, it is a movie about a family and their problems.<br /><br />I gave this movie a 10/10 because I believe it isn't the best film, which no film can be, but its the closest it can get to perfect.",positive
"This movie is complex and interesting in so many ways. It is a non stop plethora of emotion and taboo subjects. Sex and love. Women's emotional abuse of men, Men's physical abuse of women, Sexual child abuse, Fresh approach to religion in real life, and all tied together with very raw and powerful blues music.<br /><br />I promise you that if you sit through the first 20 minutes you will find the tie in and bettering of all the characters. And the ending will be more pleasant than you can expect. Music is outstanding the writing is powerful and acting from everyone was brilliant.<br /><br />And the DVD has some great features, including Samuel Jackson's background of learning to play guitar and feel the blues.<br /><br />This movie is not for children and I even caution parents of teenagers.",positive
"this movie had more holes than a piece of swiss cheese. Ben Affleck was seriously NOT trying to act in any way, shape, or form. He outright sucked. Nothing about the movie was believable. The first problems were in the intro- where the man gives everything of value to the Salvation Army Santa Claus but it doesn't show why. And then the granny sticks her head in the oven- really beautiful, and has absolutely nothing to do with the movie- it's not even in the same tone as the movie. There was no explanation of the motivation for Ben Affleck to choose the house he chose; there was not any believable reactions by the family he chose; and people are swayed here and there without any cause to be swayed (Example: Christina Applegate and Ben Affleck's characters go tobogganing down a steep slope- this is the incident that makes her suddenly fall in love with him. Riiiight...) Anyway, there was a funny moment or two- but they were a rarity in the movie. It seriously needed another rewrite (or 4). Hope you enjoy!",negative
"8/2008. When I originally wrote my comments, shortly after first seeing this film, I took a critical view, feeling that Lemmon and Matthau had basically ""phoned-in"" their performances, which paired them in a manner they'd done several times previously.<br /><br />But upon seeing it again, it seemed different, especially in view that neither of the two main mega-stars lived a great deal longer after its release.<br /><br />With the exception of Spiner, all of the eight principals are performers with considerable experience, and likewise unavoidably a lot ""longer in tooth"" than we've seen in many of their other film and t.v. work. But isn't almost everyone?<br /><br />Seeing it again, while it certainly won't be regarded as a ""classis"" in any of their careers, it is a fun film, with a lot of interesting scenery as well.<br /><br />From my viewpoint, it reminds me that many films, plays, etc., can often be looked at either from a very critical viewpoint, or looking instead to the lighter side, without expecting a film to be another ""Citizen Kane,"" ""Casablance,"" or (in terms of the two leads), another original ""Odd Couple."" It also will provide a continuing piece of nostalgia for Lemmon and Matthau, as well as the others in the cast.",positive
"My daughter liked it but I was aghast, that a character in this movie smokes. As if it isn't awful enough to see ""product placement"" actors like Bruce Willis who smoke in their movies - at least children movies should be more considerate! I wonder: was that intentional? Did big tobacco ""sponsor"" the film? What does it take to ban smoking from films? At least films intended for children and adolescents. My daughter liked it but I was aghast, that a character in this movie smokes. As if it isn't awful enough to see ""product placement"" actors like Bruce Willis who smoke in their movies - at least children movies should be more considerate! I wonder: was that intentional? Did big tobacco ""sponsor"" the film? What does it take to ban smoking from films? At least films intended for children and adolescents.",negative
"""Flashdance"" meets ""Meatballs III"" or maybe it should just be called ""Meatballs IV"". This is my friend Wesley's all-time favorite movie, largely because he still has a thing about J.V. cheerleaders. As someone once said: ""This is fine-more than fine-but as you get older you need to branch out. Whether you want to or not, society demands it"".<br /><br />""Gimme An F"" has cinema's greatest J.V. cheerleader Mary Ann (played by Beth Miller), who looks like a sweet-faced Alicia Silverstone from before her ""Clueless"" days. Wesley hates Miller's other film, the horrific ""Teen Wolf Too"" made three years later, where she plays a fickle southern belle much like Martha Smith's character in ""Animal House"". Personally I admire Miller's range as the two characters could not be more different and she is convincing as both.<br /><br />Anyway, Mary Ann is a naïve novice cheerleader from Moline (a member of ""The Lucky Ducks"" squad) who comes to Camp Beaverview for cheerleading instruction. She's befriended by Jenna (Karen Lee Kelly), the leader of the tough girl squad-appropriately named ""The Demons"". Jenna becomes protective of Mary Ann after her main rival takes an instant dislike to Mary Ann.<br /><br />Later Mary Ann gets a crush on Tommy Hamilton, the head instructor. Tommy is spending his summer wrestling with the dilemma of having to grow up and move on, which is a problem as his only skills are teaching cheerleading and performing elaborate dance routines in the shower, for the enjoyment of viewers who get off on that sort of thing. Phoebe (Daphne Ashbrook) is Tommy's long-suffering girlfriend, she has a well-adjusted attitude and an experienced perspective. She even tolerates Tommy's flirtation with Mary Ann-trusting that Tommy will not actually take advantage of young Mary Ann.<br /><br />While these four characters are solid and their relationships have a nice charm, the supporting cast is almost as weak as the material they have to work with. Which is a shame because had they brought some actual comic relief to the production it would have been a decent film. Jennifer Cooke plays Pam, a social climbing and terminally peppy instructor who is carrying on with camp's money-hungry owner Bucky. And there is another couple with a thing for the characters from ""Mad Max"". Since nothing is very funny you are left with only a cute semi-romance and some great dance routines.<br /><br />An attempt is made to create some suspense by slowly leading up a final competition but unless this is your first movie experience the outcome is never in doubt. And there is a back-story about some Japanese businessmen Bucky wants to get money from, but it goes nowhere dramatically or comically.<br /><br />Then again, what do I know? I'm only a child.",negative
"First let me preface this post by saying that I am a fan of the original Star Wars MOVIES...I don't read the books, play the games, wear the underwear or eat the cereal (if there is one). I am simply a fan of the films.<br /><br />With that being said, I struggle to see how people are giving this movie such high praise. Taking this movie by itself, and not comparing it to it's terrible predecessors (EP 1, 2), I don't understand how you can say this is an amazing movie. For all of the terrible shortcomings in the script - cheesy dialogue, contrived scenes (ie R2 suddenly being a badass, and long CGI intense chase scenes that have little human touch), HORRIBLE acting, and noted plot holes...how is this good? There was no real internal dilemma within Anakin; it just seemed like a switch was flipped and he was evil all of a sudden. I was not interested in the movie until the last 20 minutes or so (which by the way was ruined by the ""NOOOOOO!"" Frankenstein scene). When you BOMBARD the screen with intensely amazing CGI effects and fill in the gaps with absolutely atrocious one-liners when more could have and should have been said, this is NOT A GREAT MOVIE. For a film with such a ""dark"" tone, there was too much levity in the speech of ALL characters.<br /><br />I close with a question: From the beginning to the end of the film, was there really a sense of urgency and importance for what was actually about to take place?",negative
"Before I watched this film I read a review here stating that this film could possibly be one of the best films ever!? ha ha Scene by scene the tension grows alright... from the annoying characters in this movie. From the little girl talking gibberish and trying to drown the little boy, to the killer just running about without any notice (and who was the guy at the beach talking to the little boy!?)..things just seem to happen and then go unanswered in this film. As I watched it seemed like the film was going in one direction, then just doesn't go anywhere, but into a new direction...and on and on...<br /><br />The acting is great, but the writing is horrible. Each character, in each scene, says or does something so unbelievable, unrealistic and the reactions of the fellow cast/extras are simply strange. There are no resolutions to the problems developed throughout the film, making it confusing and ultimately a big waste of time.",negative
"There seem to be many fans of this movie here, but I found it boring, slow, meandering, and pointless. And I watch and enjoy plenty of art-house and independent films, so I wasn't expecting an action movie. I didn't sympathize with either character. The guy from the countryside was a bad guest and didn't seem to be trying very hard to find a job, and his relative in Istanbul was humorless and closed off emotionally. <br /><br />In an interview on the DVD, the director says that the movie is about a common situation in Turkey - the person leaving in the countryside because there are no jobs and coming to Istanbul and staying with relatives while trying to find work. That in itself is interesting, but the movie wasn't.",negative
